1677,1098792707
1674,1098763234
1674,1098763234
1670,1098723938
1669,1098714114
1666,1098684642
1666,1098684642
1665,1098674817
1665,1098674817
1662,1098645345
1663,1098655169
1662,1098645345
1663,1098655169
1662,1098645345
1661,1098635521
1659,1098615873
1656,1098586401
1655,1098576576
1654,1098566752
1651,1098537280
1654,1098566752
1654,1098566752
1655,1098576576
1656,1098586401
1658,1098606049
1658,1098606049
1654,1098566752
1650,1098527456
1647,1098497984
1643,1098458687
1641,1098439039
1638,1098409567
1638,1098409567
1635,1098380094
1635,1098380094
1633,1098360446
1634,1098370270
1633,1098360446
1636,1098389918
1635,1098380094
1635,1098380094
1636,1098389918
1639,1098419391
1640,1098429215
1639,1098419391
1640,1098429215
1642,1098448863
1642,1098448863
1645,1098478335
1647,1098497984
1647,1098497984
1647,1098497984
1645,1098478335
1643,1098458687
1643,1098458687
1638,1098409567
1637,1098399742
1634,1098370270
1634,1098370270
1631,1098340798
1630,1098330974
1628,1098311325
1627,1098301501
1626,1098291677
1627,1098301501
1626,1098291677
1626,1098291677
1625,1098281853
1626,1098291677
1626,1098291677
1626,1098291677
1625,1098281853
1625,1098281853
1624,1098272029
1624,1098272029
1624,1098272029
1624,1098272029
1624,1098272029
1623,1098262205
1623,1098262205
1626,1098291677
1623,1098262205
1625,1098281853
1625,1098281853
1626,1098291677
1623,1098262205
1624,1098272029
1624,1098272029
1625,1098281853
1623,1098262205
1626,1098291677
1629,1098321150
1629,1098321150
1627,1098301501
1625,1098281853
1624,1098272029
1625,1098281853
1624,1098272029
1624,1098272029
1623,1098262205
1624,1098272029
1622,1098252381
1624,1098272029
1626,1098291677
1626,1098291677
1625,1098281853
1627,1098301501
1629,1098321150
1627,1098301501
1628,1098311325
1627,1098301501
1628,1098311325
1628,1098311325
1626,1098291677
1626,1098291677
1619,1098222908
1625,1098281853
1630,1098330974
1626,1098291677
1626,1098291677
1626,1098291677
1626,1098291677
1628,1098311325
1627,1098301501
1629,1098321150
1630,1098330974
1631,1098340798
1631,1098340798
1633,1098360446
1634,1098370270
1637,1098399742
1638,1098409567
1638,1098409567
1636,1098389918
1637,1098399742
1637,1098399742
1637,1098399742
1637,1098399742
1639,1098419391
1639,1098419391
1641,1098439039
1640,1098429215
1640,1098429215
1642,1098448863
1643,1098458687
1643,1098458687
1646,1098488159
1646,1098488159
1648,1098507808
1650,1098527456
1651,1098537280
1651,1098537280
1651,1098537280
1649,1098517632
1648,1098507808
1648,1098507808
1647,1098497984
1645,1098478335
1643,1098458687
1643,1098458687
1644,1098468511
1643,1098458687
1642,1098448863
1643,1098458687
1642,1098448863
1640,1098429215
1639,1098419391
1638,1098409567
1639,1098419391
1639,1098419391
1639,1098419391
1639,1098419391
1641,1098439039
1639,1098419391
1640,1098429215
1641,1098439039
1641,1098439039
1642,1098448863
1643,1098458687
1643,1098458687
1645,1098478335
1646,1098488159
1646,1098488159
1646,1098488159
1647,1098497984
1647,1098497984
1646,1098488159
1643,1098458687
1643,1098458687
1642,1098448863
1641,1098439039
1639,1098419391
1640,1098429215
1637,1098399742
1636,1098389918
1634,1098370270
1636,1098389918
1634,1098370270
1634,1098370270
1634,1098370270
1635,1098380094
1637,1098399742
1638,1098409567
1637,1098399742
1640,1098429215
1641,1098439039
1642,1098448863
1642,1098448863
1643,1098458687
1643,1098458687
1643,1098458687
1642,1098448863
1643,1098458687
1643,1098458687
1647,1098497984
1647,1098497984
1653,1098556928
1650,1098527456
1652,1098547104
1652,1098547104
1654,1098566752
1652,1098547104
1655,1098576576
1653,1098556928
1654,1098566752
1654,1098566752
1654,1098566752
1656,1098586401
1655,1098576576
1653,1098556928
1652,1098547104
1650,1098527456
1652,1098547104
1651,1098537280
1651,1098537280
1649,1098517632
1650,1098527456
1651,1098537280
1652,1098547104
1651,1098537280
1653,1098556928
1650,1098527456
1649,1098517632
1647,1098497984
1647,1098497984
1645,1098478335
1655,1098576576
1643,1098458687
1648,1098507808
1646,1098488159
1649,1098517632
1648,1098507808
1648,1098507808
1650,1098527456
1651,1098537280
1651,1098537280
1652,1098547104
1653,1098556928
1655,1098576576
1653,1098556928
1653,1098556928
1651,1098537280
1650,1098527456
1651,1098537280
1650,1098527456
1651,1098537280
1650,1098527456
1650,1098527456
1651,1098537280
1646,1098488159
1647,1098497984
1645,1098478335
1647,1098497984
1644,1098468511
1649,1098517632
1647,1098497984
1648,1098507808
1649,1098517632
1648,1098507808
1648,1098507808
1649,1098517632
1650,1098527456
1653,1098556928
1653,1098556928
1651,1098537280
1652,1098547104
1654,1098566752
1651,1098537280
1653,1098556928
1653,1098556928
1653,1098556928
1652,1098547104
1653,1098556928
1654,1098566752
1655,1098576576
1655,1098576576
1651,1098537280
1652,1098547104
1654,1098566752
1657,1098596225
1654,1098566752
1654,1098566752
1654,1098566752
1654,1098566752
1651,1098537280
1651,1098537280
1653,1098556928
1650,1098527456
1650,1098527456
1650,1098527456
1651,1098537280
1652,1098547104
1652,1098547104
1651,1098537280
1654,1098566752
1654,1098566752
1652,1098547104
1651,1098537280
1651,1098537280
1649,1098517632
1649,1098517632
1647,1098497984
1647,1098497984
1645,1098478335
1646,1098488159
1644,1098468511
1645,1098478335
1644,1098468511
1646,1098488159
1647,1098497984
1648,1098507808
1648,1098507808
1652,1098547104
1651,1098537280
1650,1098527456
1649,1098517632
1648,1098507808
,
AVG,"1643,0178041543"
STD,"11,1917663686134"
,
SNR,"146,8059419791"
SNRdb,"43,3348726806078"
